BalanceID,StoreID,VariantID,ProductID,BalanceMonth,OpeningQty,ReceivedQty,SoldQty,ReturnedQty,AdjustedQty,ClosingQty,DaysOutOfStock,DaysBelowShelfMin
ST001-V00004-202602,ST001,V00004,P0001,2026-02-01,5,0,0,0,0,5,0,0
ST001-V00004-202603,ST001,V00004,P0001,2026-03-01,5,0,0,0,0,5,0,0
ST001-V00004-202604,ST001,V00004,P0001,2026-04-01,5,0,1,0,0,4,0,0
ST001-V00004-202605,ST001,V00004,P0001,2026-05-01,4,0,0,0,0,4,0,0
ST001-V00004-202606,ST001,V00004,P0001,2026-06-01,4,0,1,1,0,4,0,0
ST001-V00004-202607,ST001,V00004,P0001,2026-07-01,4,1,0,1,0,6,0,0
ST001-V00004-202608,ST001,V00004,P0001,2026-08-01,6,0,1,0,0,5,0,0
ST001-V00005-202501,ST001,V00005,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00005-202502,ST001,V00005,P0001,2025-02-01,2,0,0,0,0,2,0,0
ST001-V00005-202503,ST001,V00005,P0001,2025-03-01,2,0,0,0,0,2,0,0
ST001-V00005-202504,ST001,V00005,P0001,2025-04-01,2,0,0,0,0,2,0,0
ST001-V00005-202505,ST001,V00005,P0001,2025-05-01,2,0,1,0,0,1,0,0
ST001-V00005-202506,ST001,V00005,P0001,2025-06-01,1,2,1,0,0,2,7,7
ST001-V00005-202507,ST001,V00005,P0001,2025-07-01,2,0,0,0,0,2,0,0
ST001-V00005-202508,ST001,V00005,P0001,2025-08-01,2,1,0,0,0,3,0,0
ST001-V00005-202509,ST001,V00005,P0001,2025-09-01,3,0,1,0,0,2,0,0
ST001-V00005-202510,ST001,V00005,P0001,2025-10-01,2,1,0,0,0,3,0,0
ST001-V00005-202511,ST001,V00005,P0001,2025-11-01,3,0,0,1,0,4,0,0
ST001-V00005-202512,ST001,V00005,P0001,2025-12-01,4,1,0,0,0,5,0,0
ST001-V00005-202601,ST001,V00005,P0001,2026-01-01,5,0,0,0,0,5,0,0
ST001-V00005-202602,ST001,V00005,P0001,2026-02-01,5,0,1,0,0,4,0,0
ST001-V00005-202603,ST001,V00005,P0001,2026-03-01,4,0,0,1,0,5,0,0
ST001-V00005-202604,ST001,V00005,P0001,2026-04-01,5,0,1,0,0,4,0,0
ST001-V00005-202605,ST001,V00005,P0001,2026-05-01,4,0,0,0,0,4,0,0
ST001-V00005-202606,ST001,V00005,P0001,2026-06-01,4,0,1,0,0,3,0,0
ST001-V00005-202607,ST001,V00005,P0001,2026-07-01,3,0,2,1,0,2,0,0
ST001-V00005-202608,ST001,V00005,P0001,2026-08-01,2,0,0,1,0,3,0,0
ST001-V00006-202501,ST001,V00006,P0001,2025-01-01,3,0,0,0,0,3,0,0
ST001-V00006-202502,ST001,V00006,P0001,2025-02-01,3,0,0,0,0,3,0,0
ST001-V00006-202503,ST001,V00006,P0001,2025-03-01,3,1,1,1,0,4,0,0
ST001-V00006-202504,ST001,V00006,P0001,2025-04-01,4,0,0,0,0,4,0,0
ST001-V00006-202505,ST001,V00006,P0001,2025-05-01,4,0,1,0,0,3,0,0
ST001-V00006-202506,ST001,V00006,P0001,2025-06-01,3,0,0,1,0,4,0,0
ST001-V00006-202507,ST001,V00006,P0001,2025-07-01,4,0,0,0,0,4,0,0
ST001-V00006-202508,ST001,V00006,P0001,2025-08-01,4,0,1,0,0,3,0,0
ST001-V00006-202509,ST001,V00006,P0001,2025-09-01,3,0,0,0,0,3,0,0
ST001-V00006-202510,ST001,V00006,P0001,2025-10-01,3,0,0,0,0,3,0,0
ST001-V00006-202511,ST001,V00006,P0001,2025-11-01,3,0,2,0,0,1,0,0
ST001-V00006-202512,ST001,V00006,P0001,2025-12-01,1,2,1,0,0,2,0,0
ST001-V00006-202601,ST001,V00006,P0001,2026-01-01,2,3,0,0,0,5,0,0
ST001-V00006-202602,ST001,V00006,P0001,2026-02-01,5,0,0,0,0,5,0,0
ST001-V00006-202603,ST001,V00006,P0001,2026-03-01,5,1,0,0,0,6,0,0
ST001-V00006-202604,ST001,V00006,P0001,2026-04-01,6,0,0,0,0,6,0,0
ST001-V00006-202605,ST001,V00006,P0001,2026-05-01,6,0,3,0,0,3,0,0
ST001-V00006-202606,ST001,V00006,P0001,2026-06-01,3,0,1,0,0,2,0,0
ST001-V00006-202607,ST001,V00006,P0001,2026-07-01,2,6,1,0,0,7,0,0
ST001-V00006-202608,ST001,V00006,P0001,2026-08-01,7,0,1,0,0,6,0,0
ST001-V00007-202501,ST001,V00007,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00007-202502,ST001,V00007,P0001,2025-02-01,2,0,1,0,0,1,0,0
ST001-V00007-202503,ST001,V00007,P0001,2025-03-01,1,1,0,0,0,2,0,0
ST001-V00007-202504,ST001,V00007,P0001,2025-04-01,2,2,2,0,-2,0,1,1
ST001-V00007-202505,ST001,V00007,P0001,2025-05-01,0,2,0,0,0,2,10,10
ST001-V00007-202506,ST001,V00007,P0001,2025-06-01,2,0,1,0,0,1,0,0
ST001-V00007-202507,ST001,V00007,P0001,2025-07-01,1,1,0,0,0,2,0,0
ST001-V00007-202508,ST001,V00007,P0001,2025-08-01,2,3,0,0,0,5,0,0
ST001-V00007-202509,ST001,V00007,P0001,2025-09-01,5,0,0,0,0,5,0,0
ST001-V00007-202510,ST001,V00007,P0001,2025-10-01,5,0,0,0,0,5,0,0
ST001-V00007-202511,ST001,V00007,P0001,2025-11-01,5,0,0,0,-1,4,0,0
ST001-V00007-202512,ST001,V00007,P0001,2025-12-01,4,1,0,0,0,5,0,0
ST001-V00007-202601,ST001,V00007,P0001,2026-01-01,5,0,0,0,0,5,0,0
ST001-V00007-202602,ST001,V00007,P0001,2026-02-01,5,0,1,0,0,4,0,0
ST001-V00007-202603,ST001,V00007,P0001,2026-03-01,4,1,0,0,0,5,0,0
ST001-V00007-202604,ST001,V00007,P0001,2026-04-01,5,0,0,0,0,5,0,0
ST001-V00007-202605,ST001,V00007,P0001,2026-05-01,5,0,1,0,0,4,0,0
ST001-V00007-202606,ST001,V00007,P0001,2026-06-01,4,1,1,0,0,4,0,0
ST001-V00007-202607,ST001,V00007,P0001,2026-07-01,4,0,0,0,0,4,0,0
ST001-V00007-202608,ST001,V00007,P0001,2026-08-01,4,0,1,0,-1,2,0,0
ST001-V00008-202501,ST001,V00008,P0001,2025-01-01,3,0,0,0,0,3,0,0
ST001-V00008-202502,ST001,V00008,P0001,2025-02-01,3,0,0,0,0,3,0,0
ST001-V00008-202503,ST001,V00008,P0001,2025-03-01,3,3,3,3,0,6,2,2
ST001-V00008-202504,ST001,V00008,P0001,2025-04-01,6,0,1,0,0,5,0,0
ST001-V00008-202505,ST001,V00008,P0001,2025-05-01,5,3,1,0,0,7,0,0
ST001-V00008-202506,ST001,V00008,P0001,2025-06-01,7,0,2,0,0,5,0,0
ST001-V00008-202507,ST001,V00008,P0001,2025-07-01,5,0,0,0,-1,4,0,0
ST001-V00008-202508,ST001,V00008,P0001,2025-08-01,4,1,2,0,0,3,0,0
ST001-V00008-202509,ST001,V00008,P0001,2025-09-01,3,0,0,0,0,3,0,0
ST001-V00008-202510,ST001,V00008,P0001,2025-10-01,3,2,0,0,0,5,0,0
ST001-V00008-202511,ST001,V00008,P0001,2025-11-01,5,0,0,0,0,5,0,0
ST001-V00008-202512,ST001,V00008,P0001,2025-12-01,5,2,0,0,0,7,0,0
ST001-V00008-202601,ST001,V00008,P0001,2026-01-01,7,0,0,0,0,7,0,0
ST001-V00008-202602,ST001,V00008,P0001,2026-02-01,7,0,0,0,-1,6,0,0
ST001-V00008-202603,ST001,V00008,P0001,2026-03-01,6,0,0,0,0,6,0,0
ST001-V00008-202604,ST001,V00008,P0001,2026-04-01,6,0,0,0,0,6,0,0
ST001-V00008-202605,ST001,V00008,P0001,2026-05-01,6,0,0,0,0,6,0,0
ST001-V00008-202606,ST001,V00008,P0001,2026-06-01,6,0,0,0,-1,5,0,0
ST001-V00008-202607,ST001,V00008,P0001,2026-07-01,5,0,0,0,0,5,0,0
ST001-V00008-202608,ST001,V00008,P0001,2026-08-01,5,0,0,0,0,5,0,0
ST001-V00009-202501,ST001,V00009,P0001,2025-01-01,3,0,0,0,-1,2,0,0
ST001-V00009-202502,ST001,V00009,P0001,2025-02-01,2,1,0,0,0,3,0,0
ST001-V00009-202503,ST001,V00009,P0001,2025-03-01,3,0,1,0,0,2,0,0
ST001-V00009-202504,ST001,V00009,P0001,2025-04-01,2,1,0,0,0,3,0,0
ST001-V00009-202505,ST001,V00009,P0001,2025-05-01,3,2,0,0,0,5,0,0
ST001-V00009-202506,ST001,V00009,P0001,2025-06-01,5,0,0,0,0,5,0,0
ST001-V00009-202507,ST001,V00009,P0001,2025-07-01,5,0,0,0,0,5,0,0
ST001-V00009-202508,ST001,V00009,P0001,2025-08-01,5,0,1,0,0,4,0,0
ST001-V00009-202509,ST001,V00009,P0001,2025-09-01,4,0,0,1,0,5,0,0
ST001-V00009-202510,ST001,V00009,P0001,2025-10-01,5,0,0,0,0,5,0,0
ST001-V00009-202511,ST001,V00009,P0001,2025-11-01,5,1,4,0,0,2,0,0
ST001-V00009-202512,ST001,V00009,P0001,2025-12-01,2,1,2,0,0,1,0,0
ST001-V00009-202601,ST001,V00009,P0001,2026-01-01,1,3,0,0,0,4,0,0
ST001-V00009-202602,ST001,V00009,P0001,2026-02-01,4,0,0,0,0,4,0,0
ST001-V00009-202603,ST001,V00009,P0001,2026-03-01,4,3,0,0,0,7,0,0
ST001-V00009-202604,ST001,V00009,P0001,2026-04-01,7,0,0,0,0,7,0,0
ST001-V00009-202605,ST001,V00009,P0001,2026-05-01,7,0,1,0,0,6,0,0
ST001-V00009-202606,ST001,V00009,P0001,2026-06-01,6,0,0,1,0,7,0,0
ST001-V00009-202607,ST001,V00009,P0001,2026-07-01,7,0,0,0,-2,5,0,0
ST001-V00009-202608,ST001,V00009,P0001,2026-08-01,5,0,1,0,0,4,0,0
ST001-V00010-202501,ST001,V00010,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00010-202502,ST001,V00010,P0001,2025-02-01,2,0,0,0,0,2,0,0
ST001-V00010-202503,ST001,V00010,P0001,2025-03-01,2,0,0,0,0,2,0,0
ST001-V00010-202504,ST001,V00010,P0001,2025-04-01,2,0,0,0,-1,1,0,0
ST001-V00010-202505,ST001,V00010,P0001,2025-05-01,1,1,0,0,0,2,0,0
ST001-V00010-202506,ST001,V00010,P0001,2025-06-01,2,0,0,0,0,2,0,0
ST001-V00010-202507,ST001,V00010,P0001,2025-07-01,2,1,0,0,0,3,0,0
ST001-V00010-202508,ST001,V00010,P0001,2025-08-01,3,0,0,0,0,3,0,0
ST001-V00010-202509,ST001,V00010,P0001,2025-09-01,3,0,0,0,0,3,0,0
ST001-V00010-202510,ST001,V00010,P0001,2025-10-01,3,0,0,0,0,3,0,0
ST001-V00010-202511,ST001,V00010,P0001,2025-11-01,3,0,0,0,0,3,0,0
ST001-V00010-202512,ST001,V00010,P0001,2025-12-01,3,0,0,0,0,3,0,0
ST001-V00010-202601,ST001,V00010,P0001,2026-01-01,3,0,1,0,0,2,0,0
ST001-V00010-202602,ST001,V00010,P0001,2026-02-01,2,0,0,0,0,2,0,0
ST001-V00010-202603,ST001,V00010,P0001,2026-03-01,2,0,0,0,0,2,0,0
ST001-V00010-202604,ST001,V00010,P0001,2026-04-01,2,0,0,0,0,2,0,0
ST001-V00010-202605,ST001,V00010,P0001,2026-05-01,2,0,0,0,-1,1,0,0
ST001-V00010-202606,ST001,V00010,P0001,2026-06-01,1,3,2,0,0,2,0,0
ST001-V00010-202607,ST001,V00010,P0001,2026-07-01,2,1,1,0,0,2,0,0
ST001-V00010-202608,ST001,V00010,P0001,2026-08-01,2,2,0,0,0,4,0,0
ST001-V00011-202501,ST001,V00011,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00011-202502,ST001,V00011,P0001,2025-02-01,2,1,1,0,0,2,0,0
ST001-V00011-202503,ST001,V00011,P0001,2025-03-01,2,0,0,0,0,2,0,0
ST001-V00011-202504,ST001,V00011,P0001,2025-04-01,2,0,0,0,0,2,0,0
ST001-V00011-202505,ST001,V00011,P0001,2025-05-01,2,0,0,0,0,2,0,0
ST001-V00011-202506,ST001,V00011,P0001,2025-06-01,2,1,0,0,0,3,0,0
ST001-V00011-202507,ST001,V00011,P0001,2025-07-01,3,0,0,0,0,3,0,0
ST001-V00011-202508,ST001,V00011,P0001,2025-08-01,3,0,0,0,0,3,0,0
ST001-V00011-202509,ST001,V00011,P0001,2025-09-01,3,0,0,0,0,3,0,0
ST001-V00011-202510,ST001,V00011,P0001,2025-10-01,3,0,0,0,0,3,0,0
ST001-V00011-202511,ST001,V00011,P0001,2025-11-01,3,0,1,0,0,2,0,0
ST001-V00011-202512,ST001,V00011,P0001,2025-12-01,2,0,0,0,0,2,0,0
ST001-V00011-202601,ST001,V00011,P0001,2026-01-01,2,0,0,0,0,2,0,0
ST001-V00011-202602,ST001,V00011,P0001,2026-02-01,2,0,0,0,0,2,0,0
ST001-V00011-202603,ST001,V00011,P0001,2026-03-01,2,1,0,0,0,3,0,0
ST001-V00011-202604,ST001,V00011,P0001,2026-04-01,3,0,0,0,0,3,0,0
ST001-V00011-202605,ST001,V00011,P0001,2026-05-01,3,0,0,0,-2,1,0,0
ST001-V00011-202606,ST001,V00011,P0001,2026-06-01,1,1,0,0,0,2,0,0
ST001-V00011-202607,ST001,V00011,P0001,2026-07-01,2,1,1,0,0,2,0,0
ST001-V00011-202608,ST001,V00011,P0001,2026-08-01,2,2,0,1,0,5,0,0
ST001-V00012-202501,ST001,V00012,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00012-202502,ST001,V00012,P0001,2025-02-01,2,0,0,0,-2,0,1,1
ST001-V00012-202503,ST001,V00012,P0001,2025-03-01,0,2,0,0,0,2,1,1
ST001-V00012-202504,ST001,V00012,P0001,2025-04-01,2,0,0,0,0,2,0,0
ST001-V00012-202505,ST001,V00012,P0001,2025-05-01,2,2,0,0,0,4,0,0
ST001-V00012-202506,ST001,V00012,P0001,2025-06-01,4,0,0,0,0,4,0,0
ST001-V00012-202507,ST001,V00012,P0001,2025-07-01,4,0,0,0,0,4,0,0
ST001-V00012-202508,ST001,V00012,P0001,2025-08-01,4,0,0,0,0,4,0,0
ST001-V00012-202509,ST001,V00012,P0001,2025-09-01,4,0,0,0,0,4,0,0
ST001-V00012-202510,ST001,V00012,P0001,2025-10-01,4,0,0,0,0,4,0,0
ST001-V00012-202511,ST001,V00012,P0001,2025-11-01,4,0,0,0,-1,3,0,0
ST001-V00012-202512,ST001,V00012,P0001,2025-12-01,3,0,0,0,0,3,0,0
ST001-V00012-202601,ST001,V00012,P0001,2026-01-01,3,0,0,0,0,3,0,0
ST001-V00012-202602,ST001,V00012,P0001,2026-02-01,3,1,0,0,0,4,0,0
ST001-V00012-202603,ST001,V00012,P0001,2026-03-01,4,0,0,0,0,4,0,0
ST001-V00012-202604,ST001,V00012,P0001,2026-04-01,4,0,0,0,0,4,0,0
ST001-V00012-202605,ST001,V00012,P0001,2026-05-01,4,0,0,0,0,4,0,0
ST001-V00012-202606,ST001,V00012,P0001,2026-06-01,4,0,2,0,0,2,0,0
ST001-V00012-202607,ST001,V00012,P0001,2026-07-01,2,0,0,0,0,2,0,0
ST001-V00012-202608,ST001,V00012,P0001,2026-08-01,2,2,2,0,0,2,0,0
ST001-V00013-202501,ST001,V00013,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00013-202502,ST001,V00013,P0001,2025-02-01,2,0,0,0,0,2,0,0
ST001-V00013-202503,ST001,V00013,P0001,2025-03-01,2,0,0,0,0,2,0,0
ST001-V00013-202504,ST001,V00013,P0001,2025-04-01,2,0,0,0,0,2,0,0
ST001-V00013-202505,ST001,V00013,P0001,2025-05-01,2,0,0,0,0,2,0,0
ST001-V00013-202506,ST001,V00013,P0001,2025-06-01,2,0,0,0,0,2,0,0
ST001-V00013-202507,ST001,V00013,P0001,2025-07-01,2,0,0,0,0,2,0,0
ST001-V00013-202508,ST001,V00013,P0001,2025-08-01,2,0,0,0,0,2,0,0
ST001-V00013-202509,ST001,V00013,P0001,2025-09-01,2,0,3,0,1,0,13,13
ST001-V00013-202510,ST001,V00013,P0001,2025-10-01,0,2,0,0,0,2,3,3
ST001-V00013-202511,ST001,V00013,P0001,2025-11-01,2,0,0,0,0,2,0,0
ST001-V00013-202512,ST001,V00013,P0001,2025-12-01,2,1,0,0,0,3,0,0
ST001-V00013-202601,ST001,V00013,P0001,2026-01-01,3,0,0,0,0,3,0,0
ST001-V00013-202602,ST001,V00013,P0001,2026-02-01,3,0,0,0,0,3,0,0
ST001-V00013-202603,ST001,V00013,P0001,2026-03-01,3,0,0,0,0,3,0,0
ST001-V00013-202604,ST001,V00013,P0001,2026-04-01,3,0,0,0,0,3,0,0
ST001-V00013-202605,ST001,V00013,P0001,2026-05-01,3,0,0,0,-1,2,0,0
ST001-V00013-202606,ST001,V00013,P0001,2026-06-01,2,0,0,0,0,2,0,0
ST001-V00013-202607,ST001,V00013,P0001,2026-07-01,2,0,0,0,0,2,0,0
ST001-V00013-202608,ST001,V00013,P0001,2026-08-01,2,2,0,0,0,4,0,0
ST001-V00015-202501,ST001,V00015,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00015-202502,ST001,V00015,P0001,2025-02-01,2,0,0,0,0,2,0,0
ST001-V00015-202503,ST001,V00015,P0001,2025-03-01,2,0,0,0,0,2,0,0
ST001-V00015-202504,ST001,V00015,P0001,2025-04-01,2,0,1,0,-1,0,1,1
ST001-V00015-202505,ST001,V00015,P0001,2025-05-01,0,2,0,0,0,2,10,10
ST001-V00015-202506,ST001,V00015,P0001,2025-06-01,2,3,2,0,0,3,2,2
ST001-V00015-202507,ST001,V00015,P0001,2025-07-01,3,0,0,0,-1,2,0,0
ST001-V00015-202508,ST001,V00015,P0001,2025-08-01,2,2,0,0,0,4,0,0
ST001-V00015-202509,ST001,V00015,P0001,2025-09-01,4,0,0,0,0,4,0,0
ST001-V00015-202510,ST001,V00015,P0001,2025-10-01,4,0,0,0,0,4,0,0
ST001-V00015-202511,ST001,V00015,P0001,2025-11-01,4,0,0,0,0,4,0,0
ST001-V00015-202512,ST001,V00015,P0001,2025-12-01,4,1,1,1,0,5,0,0
ST001-V00015-202601,ST001,V00015,P0001,2026-01-01,5,0,1,0,0,4,0,0
ST001-V00015-202602,ST001,V00015,P0001,2026-02-01,4,1,0,0,0,5,0,0
ST001-V00015-202603,ST001,V00015,P0001,2026-03-01,5,1,0,0,0,6,0,0
ST001-V00015-202604,ST001,V00015,P0001,2026-04-01,6,0,0,0,0,6,0,0
ST001-V00015-202605,ST001,V00015,P0001,2026-05-01,6,0,0,0,0,6,0,0
ST001-V00015-202606,ST001,V00015,P0001,2026-06-01,6,0,0,0,0,6,0,0
ST001-V00015-202607,ST001,V00015,P0001,2026-07-01,6,0,3,3,-1,5,0,0
ST001-V00015-202608,ST001,V00015,P0001,2026-08-01,5,0,0,0,0,5,0,0
ST001-V00016-202501,ST001,V00016,P0001,2025-01-01,3,0,1,1,0,3,0,0
ST001-V00016-202502,ST001,V00016,P0001,2025-02-01,3,0,0,0,0,3,0,0
ST001-V00016-202503,ST001,V00016,P0001,2025-03-01,3,0,0,0,0,3,0,0
ST001-V00016-202504,ST001,V00016,P0001,2025-04-01,3,0,0,0,0,3,0,0
ST001-V00016-202505,ST001,V00016,P0001,2025-05-01,3,0,0,0,0,3,0,0
ST001-V00016-202506,ST001,V00016,P0001,2025-06-01,3,0,2,0,0,1,0,0
ST001-V00016-202507,ST001,V00016,P0001,2025-07-01,1,3,3,1,0,2,0,0
ST001-V00016-202508,ST001,V00016,P0001,2025-08-01,2,1,0,0,0,3,0,0
ST001-V00016-202509,ST001,V00016,P0001,2025-09-01,3,0,0,0,0,3,0,0
ST001-V00016-202510,ST001,V00016,P0001,2025-10-01,3,3,0,0,0,6,0,0
ST001-V00016-202511,ST001,V00016,P0001,2025-11-01,6,0,0,0,0,6,0,0
ST001-V00016-202512,ST001,V00016,P0001,2025-12-01,6,0,0,0,0,6,0,0
ST001-V00016-202601,ST001,V00016,P0001,2026-01-01,6,0,0,0,0,6,0,0
ST001-V00016-202602,ST001,V00016,P0001,2026-02-01,6,0,0,0,-1,5,0,0
ST001-V00016-202603,ST001,V00016,P0001,2026-03-01,5,0,2,0,0,3,0,0
ST001-V00016-202604,ST001,V00016,P0001,2026-04-01,3,1,0,0,0,4,0,0
ST001-V00016-202605,ST001,V00016,P0001,2026-05-01,4,0,0,0,0,4,0,0
ST001-V00016-202606,ST001,V00016,P0001,2026-06-01,4,2,1,0,0,5,0,0
ST001-V00016-202607,ST001,V00016,P0001,2026-07-01,5,0,0,0,0,5,0,0
ST001-V00016-202608,ST001,V00016,P0001,2026-08-01,5,1,0,0,0,6,0,0
ST001-V00017-202501,ST001,V00017,P0001,2025-01-01,2,0,0,0,0,2,0,0
ST001-V00017-202502,ST001,V00017,P0001,2025-02-01,2,0,1,0,0,1,0,0
ST001-V00017-202503,ST001,V00017,P0001,2025-03-01,1,1,0,1,-1,2,0,0
ST001-V00017-202504,ST001,V00017,P0001,2025-04-01,2,0,0,0,0,2,0,0
ST001-V00017-202505,ST001,V00017,P0001,2025-05-01,2,2,1,0,0,3,0,0
ST001-V00017-202506,ST001,V00017,P0001,2025-06-01,3,0,0,0,-1,2,0,0
ST001-V00017-202507,ST001,V00017,P0001,2025-07-01,2,1,0,0,0,3,0,0
ST001-V00017-202508,ST001,V00017,P0001,2025-08-01,3,1,0,0,0,4,0,0
ST001-V00017-202509,ST001,V00017,P0001,2025-09-01,4,0,0,0,0,4,0,0
ST001-V00017-202510,ST001,V00017,P0001,2025-10-01,4,0,0,0,0,4,0,0
ST001-V00017-202511,ST001,V00017,P0001,2025-11-01,4,0,1,0,0,3,0,0
ST001-V00017-202512,ST001,V00017,P0001,2025-12-01,3,0,0,0,-2,1,0,0
ST001-V00017-202601,ST001,V00017,P0001,2026-01-01,1,2,0,0,0,3,0,0
ST001-V00017-202602,ST001,V00017,P0001,2026-02-01,3,0,0,0,0,3,0,0
ST001-V00017-202603,ST001,V00017,P0001,2026-03-01,3,1,0,0,0,4,0,0
ST001-V00017-202604,ST001,V00017,P0001,2026-04-01,4,0,1,0,0,3,0,0
ST001-V00017-202605,ST001,V00017,P0001,2026-05-01,3,1,0,0,0,4,0,0
ST001-V00017-202606,ST001,V00017,P0001,2026-06-01,4,1,0,0,0,5,0,0
ST001-V00017-202607,ST001,V00017,P0001,2026-07-01,5,0,0,0,0,5,0,0
